date,attemp_id,Venue,Grade,Route,progress,falls,Belayer,Type
39116.00,641,1,5.1125,322,1,0,12,2
39116.00,643,1,5.1125,323,0.5,2,12,2
39118.00,644,1,5.1,324,1,0,7,6
39118.00,646,1,5.105,325,1,0,7,6
39118.00,648,1,5.11,304,1,3,7,6
39118.00,650,1,5.11,326,1,4,7,6
39118.00,654,1,5.1175,295,0.3,4,7,2
39118.00,655,1,5.1075,296,1,0,7,2
39118.00,657,1,5.1125,267,1,5,7,2
39120.00,659,1,5.1025,328,1,0,7,2
39120.00,661,1,5.105,299,1,0,7,2
39120.00,663,1,5.1075,327,1,0,7,2
39120.00,665,1,5.11,274,1,0,7,2
39120.00,667,1,5.1125,267,1,3,7,2
39120.00,669,1,5.1125,321,1,3,7,2
39120.00,672,1,5.115,329,0.01,0,7,2
39120.00,673,1,5.1125,308,1,3,7,2
39122.00,675,1,5.1,330,1,0,5,6
39122.00,677,1,5.1075,331,1,0,5,6
39122.00,679,1,5.105,325,1,0,5,6
39122.00,681,1,5.11,332,1,0,5,6
39122.00,683,1,5.1125,333,0.05,5,5,2
39122.00,685,1,5.1125,333,0.09,0,5,2
39122.00,687,1,5.1075,334,1,1,5,2
39122.00,689,1,5.11,303,1,1,5,2
39122.00,691,1,5.115,275,0.05,0,5,2
39122.00,692,1,5.1125,267,1,1,5,2
39122.00,694,1,5.1125,294,1,0,5,2
39125.00,695,1,5.1,335,1,0,7,2
39125.00,697,1,5.1025,336,1,0,7,2
39125.00,699,1,5.11,300,1,0,7,2
39125.00,701,1,5.1125,337,1,1,7,2
39125.00,703,1,5.1125,315,0.05,1,7,2
39125.00,706,1,5.1125,339,1,0,7,2
39125.00,708,1,5.11,340,1,4,7,2
39125.00,710,1,5.115,248,1,6,7,2
39127.00,712,1,5.1025,341,1,0,7,6
39127.00,714,1,5.1025,336,1,0,7,6
39127.00,716,1,5.1075,342,0.1,3,7,2
39127.00,718,1,5.1075,342,0.1,0,7,2
39127.00,720,1,5.1075,317,1,3,7,6
39127.00,722,1,5.1125,343,0.8,0,7,6
39127.00,724,1,5.11,297,1,1,7,2
39127.00,726,1,5.1125,308,0.15,2,7,2
39132.00,728,1,5.1,335,1,0,7,2
39132.00,730,1,5.1025,344,1,0,7,2
39132.00,731,1,5.1075,342,0.05,0,7,2
39132.00,733,1,5.1125,345,1,1,7,2
39132.00,735,1,5.1075,342,0.07,2,7,2
39132.00,737,1,5.1125,321,1,1,7,2
39132.00,739,1,5.115,346,0.3,4,7,2
39132.00,742,1,5.115,347,0.11,5,7,2
39132.00,743,1,5.11,303,1,2,7,2
